I10-C-2023-07-26__2020-07-03__09-40-43(1).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-44(2).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-45(3).JPG	0	
I10-C-2023-07-26__2020-08-16__11-49-03(3).JPG	0	
I10-C-2023-07-26__2020-08-16__21-10-46(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-10-47(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-10-48(3).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-12-09(1).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-12-10(2).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-12-11(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-16-27(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-16-28(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-16__21-16-29(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-19__12-13-39(1).JPG	0	
I10-C-2023-07-26__2020-08-19__12-13-40(2).JPG	0	
I10-C-2023-07-26__2020-08-19__12-13-41(3).JPG	0	
I10-C-2023-07-26__2020-08-19__13-32-06(1).JPG	0	
I10-C-2023-07-26__2020-08-19__13-32-07(2).JPG	0	
I10-C-2023-07-26__2020-08-19__13-32-08(3).JPG	0	
I10-C-2023-07-26__2020-08-20__00-02-32(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-02-33(2).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-02-34(3).JPG	4: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-03-29(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-03-30(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-03-31(3).JPG	0	
I10-C-2023-07-26__2020-08-20__00-12-00(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-12-01(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-20__00-12-02(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-21__02-50-54(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-21__02-50-55(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-21__02-50-56(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-22__08-30-33(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-30-34(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-30-35(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-33-07(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-33-08(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-33-09(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-34-06(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-34-07(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-34-08(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-35-18(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-35-19(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__08-35-20(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-22__13-38-00(1).JPG	0	
I10-C-2023-07-26__2020-08-22__13-38-01(2).JPG	0	
I10-C-2023-07-26__2020-08-22__13-38-02(3).JPG	0	
I10-C-2023-07-26__2020-08-22__13-44-44(1).JPG	0	
I10-C-2023-07-26__2020-08-22__13-44-45(2).JPG	0	
I10-C-2023-07-26__2020-08-22__13-44-46(3).JPG	0	
I10-C-2023-07-26__2020-08-23__17-43-32(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-23__17-43-33(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-23__17-43-34(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-08-25__11-00-59(1).JPG	0	
I10-C-2023-07-26__2020-08-25__11-01-00(1).JPG	0	
I10-C-2023-07-26__2020-08-25__11-01-01(2).JPG	0	
I10-C-2023-07-26__2020-08-25__11-38-45(1).JPG	0	
I10-C-2023-07-26__2020-08-25__11-38-46(2).JPG	0	
I10-C-2023-07-26__2020-08-25__11-38-47(3).JPG	0	
I10-C-2023-07-26__2020-08-25__11-57-06(1).JPG	0	
I10-C-2023-07-26__2020-08-25__11-57-07(2).JPG	0	
I10-C-2023-07-26__2020-08-25__11-57-08(3).JPG	0	
I10-C-2023-07-26__2020-08-25__12-26-35(1).JPG	0	
I10-C-2023-07-26__2020-08-25__12-26-36(2).JPG	0	
I10-C-2023-07-26__2020-08-25__12-26-37(3).JPG	0	
I10-C-2023-07-26__2020-08-25__12-31-44(1).JPG	0	
I10-C-2023-07-26__2020-08-25__12-31-45(2).JPG	0	
I10-C-2023-07-26__2020-08-25__12-31-46(3).JPG	0	
I10-C-2023-07-26__2020-08-25__13-00-59(1).JPG	0	
I10-C-2023-07-26__2020-08-25__13-01-00(1).JPG	0	
I10-C-2023-07-26__2020-08-25__13-01-01(2).JPG	0	
I10-C-2023-07-26__2020-08-25__13-40-40(1).JPG	0	
I10-C-2023-07-26__2020-08-25__13-40-41(2).JPG	0	
I10-C-2023-07-26__2020-08-25__13-40-42(3).JPG	0	
I10-C-2023-07-26__2020-08-26__11-18-14(1).JPG	0	
I10-C-2023-07-26__2020-08-26__11-18-15(2).JPG	0	
I10-C-2023-07-26__2020-08-26__11-18-16(3).JPG	0	
I10-C-2023-07-26__2020-08-26__12-33-33(1).JPG	0	
I10-C-2023-07-26__2020-08-26__12-33-34(2).JPG	0	
I10-C-2023-07-26__2020-08-26__12-33-35(3).JPG	0	
I10-C-2023-07-26__2020-08-26__12-36-22(1).JPG	0	
I10-C-2023-07-26__2020-08-26__12-36-23(2).JPG	0	
I10-C-2023-07-26__2020-08-26__12-36-24(3).JPG	0	
I10-C-2023-07-26__2020-08-26__12-38-45(1).JPG	0	
I10-C-2023-07-26__2020-08-26__12-38-46(2).JPG	0	
I10-C-2023-07-26__2020-08-26__12-38-47(3).JPG	0	
I10-C-2023-07-26__2020-08-26__13-05-57(1).JPG	0	
I10-C-2023-07-26__2020-08-26__13-05-58(2).JPG	0	
I10-C-2023-07-26__2020-08-26__13-05-59(3).JPG	0	
I10-C-2023-07-26__2020-08-26__13-14-28(1).JPG	0	
I10-C-2023-07-26__2020-08-26__13-14-29(2).JPG	0	
I10-C-2023-07-26__2020-08-26__13-14-30(3).JPG	0	
I10-C-2023-07-26__2020-08-26__14-00-58(1).JPG	0	
I10-C-2023-07-26__2020-08-26__14-00-59(2).JPG	0	
I10-C-2023-07-26__2020-08-26__14-01-00(1).JPG	0	
I10-C-2023-07-26__2020-08-26__14-04-35(1).JPG	0	
I10-C-2023-07-26__2020-08-26__14-04-36(2).JPG	0	
I10-C-2023-07-26__2020-08-26__14-04-37(3).JPG	0	
I10-C-2023-07-26__2020-08-27__11-02-53(1).JPG	0	
I10-C-2023-07-26__2020-08-27__11-02-54(2).JPG	0	
I10-C-2023-07-26__2020-08-27__11-02-55(3).JPG	0	
I10-C-2023-07-26__2020-08-27__12-14-52(1).JPG	0	
I10-C-2023-07-26__2020-08-27__12-14-53(2).JPG	0	
I10-C-2023-07-26__2020-08-27__12-14-54(3).JPG	0	
I10-C-2023-07-26__2020-08-27__13-13-03(1).JPG	0	
I10-C-2023-07-26__2020-08-27__13-13-04(2).JPG	0	
I10-C-2023-07-26__2020-08-27__13-13-05(3).JPG	0	
I10-C-2023-07-26__2020-08-27__13-23-09(1).JPG	0	
I10-C-2023-07-26__2020-08-27__13-23-10(2).JPG	0	
I10-C-2023-07-26__2020-08-27__13-23-11(3).JPG	0	
I10-C-2023-07-26__2020-08-27__13-26-13(1).JPG	0	
I10-C-2023-07-26__2020-08-27__13-26-14(2).JPG	0	
I10-C-2023-07-26__2020-08-27__13-26-15(3).JPG	0	
I10-C-2023-07-26__2020-08-27__13-31-19(1).JPG	0	
I10-C-2023-07-26__2020-08-27__13-31-20(2).JPG	1	
I10-C-2023-07-26__2020-08-27__13-31-21(3).JPG	1	
I10-C-2023-07-26__2020-08-28__10-34-51(1).JPG	1	
I10-C-2023-07-26__2020-08-28__10-34-52(2).JPG	1	
I10-C-2023-07-26__2020-08-28__10-34-53(3).JPG	1	
I10-C-2023-07-26__2020-08-28__11-48-21(1).JPG	1	
I10-C-2023-07-26__2020-08-28__11-48-22(2).JPG	1	
I10-C-2023-07-26__2020-08-28__11-48-23(3).JPG	1	
I10-C-2023-07-26__2020-08-28__11-53-40(1).JPG	1	
I10-C-2023-07-26__2020-08-28__11-53-41(2).JPG	1	
I10-C-2023-07-26__2020-08-28__11-53-42(3).JPG	1	
I10-C-2023-07-26__2020-08-28__12-29-20(1).JPG	1	
I10-C-2023-07-26__2020-08-28__12-29-21(2).JPG	1	
I10-C-2023-07-26__2020-08-28__12-29-22(3).JPG	1	
I10-C-2023-07-26__2020-08-28__12-38-09(1).JPG	1	
I10-C-2023-07-26__2020-08-28__12-38-10(2).JPG	1	
I10-C-2023-07-26__2020-08-28__12-38-11(3).JPG	0	
I10-C-2023-07-26__2020-08-28__13-09-48(1).JPG	1	
I10-C-2023-07-26__2020-08-28__13-09-49(2).JPG	1	
I10-C-2023-07-26__2020-08-28__13-09-50(3).JPG	1	
I10-C-2023-07-26__2020-08-28__13-17-16(1).JPG	1	
I10-C-2023-07-26__2020-08-28__13-17-17(2).JPG	1	
I10-C-2023-07-26__2020-08-28__13-17-18(3).JPG	1	
I10-C-2023-07-26__2020-08-28__13-23-32(1).JPG	1	
I10-C-2023-07-26__2020-08-28__13-23-33(2).JPG	1	
I10-C-2023-07-26__2020-08-28__13-23-34(3).JPG	1	
I10-C-2023-07-26__2020-08-28__14-22-50(1).JPG	1	
I10-C-2023-07-26__2020-08-28__14-22-51(2).JPG	1	
I10-C-2023-07-26__2020-08-28__14-22-52(3).JPG	1	
I10-C-2023-07-26__2020-08-29__11-06-09(1).JPG	1	
I10-C-2023-07-26__2020-08-29__11-06-10(2).JPG	1	
I10-C-2023-07-26__2020-08-29__11-06-11(3).JPG	0	
I10-C-2023-07-26__2020-08-29__11-27-59(1).JPG	1	
I10-C-2023-07-26__2020-08-29__11-28-00(1).JPG	1	
I10-C-2023-07-26__2020-08-29__11-28-01(2).JPG	1	
I10-C-2023-07-26__2020-08-29__11-36-34(1).JPG	1	
I10-C-2023-07-26__2020-08-29__11-36-35(2).JPG	1	
I10-C-2023-07-26__2020-08-29__11-36-36(3).JPG	1	
I10-C-2023-07-26__2020-08-29__11-46-37(1).JPG	0	
I10-C-2023-07-26__2020-08-29__11-46-38(2).JPG	1	
I10-C-2023-07-26__2020-08-29__11-46-39(3).JPG	1	
I10-C-2023-07-26__2020-08-29__12-21-39(1).JPG	1	
I10-C-2023-07-26__2020-08-29__12-21-40(2).JPG	1	
I10-C-2023-07-26__2020-08-29__12-21-41(3).JPG	1	
I10-C-2023-07-26__2020-08-29__12-50-24(1).JPG	1	
I10-C-2023-07-26__2020-08-29__12-50-25(2).JPG	1	
I10-C-2023-07-26__2020-08-29__12-50-26(3).JPG	1	
I10-C-2023-07-26__2020-08-29__12-58-45(1).JPG	1	
I10-C-2023-07-26__2020-08-29__12-58-46(2).JPG	1	
I10-C-2023-07-26__2020-08-29__12-58-47(3).JPG	1	
I10-C-2023-07-26__2020-08-29__13-04-56(1).JPG	1	
I10-C-2023-07-26__2020-08-29__13-04-57(2).JPG	1	
I10-C-2023-07-26__2020-08-29__13-04-58(3).JPG	1	
I10-C-2023-07-26__2020-08-29__13-15-37(1).JPG	1	
I10-C-2023-07-26__2020-08-29__13-15-38(2).JPG	1	
I10-C-2023-07-26__2020-08-29__13-15-39(3).JPG	1	
I10-C-2023-07-26__2020-08-29__14-06-49(1).JPG	1	
I10-C-2023-07-26__2020-08-29__14-06-50(2).JPG	1	
I10-C-2023-07-26__2020-08-29__14-06-51(3).JPG	1	
I10-C-2023-07-26__2020-08-29__14-26-15(1).JPG	1	
I10-C-2023-07-26__2020-08-29__14-26-16(2).JPG	1	
I10-C-2023-07-26__2020-08-29__14-26-17(3).JPG	1	
I10-C-2023-07-26__2020-08-30__09-37-19(1).JPG	1	
I10-C-2023-07-26__2020-08-30__09-37-20(2).JPG	1	
I10-C-2023-07-26__2020-08-30__09-37-21(3).JPG	1	
I10-C-2023-07-26__2020-08-30__10-23-25(1).JPG	1	
I10-C-2023-07-26__2020-08-30__10-23-26(2).JPG	1	
I10-C-2023-07-26__2020-08-30__10-23-26(3).JPG	1	
I10-C-2023-07-26__2020-08-30__10-56-02(1).JPG	0	
I10-C-2023-07-26__2020-08-30__10-56-03(2).JPG	1	
I10-C-2023-07-26__2020-08-30__10-56-04(3).JPG	1	
I10-C-2023-07-26__2020-08-30__11-20-21(1).JPG	1	
I10-C-2023-07-26__2020-08-30__11-20-22(2).JPG	0	
I10-C-2023-07-26__2020-08-30__11-20-23(3).JPG	1	
I10-C-2023-07-26__2020-08-30__11-51-13(1).JPG	1	
I10-C-2023-07-26__2020-08-30__11-51-14(2).JPG	1	
I10-C-2023-07-26__2020-08-30__11-51-15(3).JPG	1	
I10-C-2023-07-26__2020-08-30__12-41-01(1).JPG	1	
I10-C-2023-07-26__2020-08-30__12-41-02(2).JPG	1	
I10-C-2023-07-26__2020-08-30__12-41-03(3).JPG	1	
I10-C-2023-07-26__2020-08-30__12-42-09(1).JPG	1	
I10-C-2023-07-26__2020-08-30__12-42-10(2).JPG	1	
I10-C-2023-07-26__2020-08-30__12-42-11(3).JPG	1	
I10-C-2023-07-26__2020-08-30__12-55-43(1).JPG	1	
I10-C-2023-07-26__2020-08-30__12-55-44(2).JPG	1	
I10-C-2023-07-26__2020-08-30__12-55-45(3).JPG	1	
I10-C-2023-07-26__2020-08-30__13-09-14(1).JPG	1	
I10-C-2023-07-26__2020-08-30__13-09-15(2).JPG	1	
I10-C-2023-07-26__2020-08-30__13-09-16(3).JPG	1	
I10-C-2023-07-26__2020-08-30__13-38-07(1).JPG	1	
I10-C-2023-07-26__2020-08-30__13-38-08(2).JPG	1	
I10-C-2023-07-26__2020-08-30__13-38-09(3).JPG	1	
I10-C-2023-07-26__2020-08-30__13-39-41(1).JPG	1	
I10-C-2023-07-26__2020-08-30__13-39-42(2).JPG	1	
I10-C-2023-07-26__2020-08-30__13-39-43(3).JPG	1	
I10-C-2023-07-26__2020-08-30__13-42-16(1).JPG	1	
I10-C-2023-07-26__2020-08-30__13-42-16(2).JPG	1	
I10-C-2023-07-26__2020-08-30__13-42-17(3).JPG	1	
I10-C-2023-07-26__2020-08-30__13-51-59(1).JPG	1	
I10-C-2023-07-26__2020-08-30__13-52-00(1).JPG	1	
I10-C-2023-07-26__2020-08-30__13-52-01(2).JPG	1	
I10-C-2023-07-26__2020-08-30__14-55-13(1).JPG	1	
I10-C-2023-07-26__2020-08-30__14-55-14(2).JPG	1	
I10-C-2023-07-26__2020-08-30__14-55-15(3).JPG	1	
I10-C-2023-07-26__2020-08-31__06-07-11(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-07-12(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-07-13(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-10-28(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-10-28(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-10-29(3).JPG	2: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-11-26(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-11-27(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-11-28(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-22-07(1).JPG	2: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-22-08(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-22-09(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-32-09(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-32-10(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__06-32-11(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-08-31__10-28-26(1).JPG	1	
I10-C-2023-07-26__2020-08-31__10-28-27(2).JPG	1	
I10-C-2023-07-26__2020-08-31__10-28-28(3).JPG	1	
I10-C-2023-07-26__2020-08-31__11-04-17(1).JPG	0	
I10-C-2023-07-26__2020-08-31__11-04-18(2).JPG	1	
I10-C-2023-07-26__2020-08-31__11-04-19(3).JPG	0	
I10-C-2023-07-26__2020-08-31__11-56-20(1).JPG	1	
I10-C-2023-07-26__2020-08-31__11-56-21(2).JPG	1	
I10-C-2023-07-26__2020-08-31__11-56-22(3).JPG	1	
I10-C-2023-07-26__2020-08-31__11-59-15(1).JPG	1	
I10-C-2023-07-26__2020-08-31__11-59-16(2).JPG	1	
I10-C-2023-07-26__2020-08-31__11-59-17(3).JPG	1	
I10-C-2023-07-26__2020-08-31__12-28-18(1).JPG	0	
I10-C-2023-07-26__2020-08-31__12-28-19(2).JPG	1	
I10-C-2023-07-26__2020-08-31__12-28-20(3).JPG	1	
I10-C-2023-07-26__2020-08-31__12-44-14(1).JPG	1	
I10-C-2023-07-26__2020-08-31__12-44-15(2).JPG	1	
I10-C-2023-07-26__2020-08-31__12-44-16(3).JPG	1	
I10-C-2023-07-26__2020-08-31__13-09-11(1).JPG	0	
I10-C-2023-07-26__2020-08-31__13-09-12(2).JPG	1	
I10-C-2023-07-26__2020-08-31__13-09-13(3).JPG	1	
I10-C-2023-07-26__2020-08-31__13-57-01(1).JPG	1	
I10-C-2023-07-26__2020-08-31__13-57-02(2).JPG	1	
I10-C-2023-07-26__2020-08-31__13-57-03(3).JPG	1	
I10-C-2023-07-26__2020-09-01__09-44-34(1).JPG	1	
I10-C-2023-07-26__2020-09-01__09-44-35(2).JPG	1	
I10-C-2023-07-26__2020-09-01__09-44-36(3).JPG	1	
I10-C-2023-07-26__2020-09-01__12-12-37(1).JPG	1	
I10-C-2023-07-26__2020-09-01__12-12-38(2).JPG	1	
I10-C-2023-07-26__2020-09-01__12-12-39(3).JPG	1	
I10-C-2023-07-26__2020-09-01__13-54-17(1).JPG	1	
I10-C-2023-07-26__2020-09-01__13-54-18(2).JPG	1	
I10-C-2023-07-26__2020-09-01__13-54-19(3).JPG	1	
I10-C-2023-07-26__2020-09-02__11-09-02(1).JPG	1	
I10-C-2023-07-26__2020-09-02__11-09-03(2).JPG	1	
I10-C-2023-07-26__2020-09-02__11-09-04(3).JPG	1	
I10-C-2023-07-26__2020-09-02__12-59-10(1).JPG	1	
I10-C-2023-07-26__2020-09-02__12-59-11(2).JPG	1	
I10-C-2023-07-26__2020-09-02__12-59-12(3).JPG	1	
I10-C-2023-07-26__2020-09-02__14-06-15(1).JPG	1	
I10-C-2023-07-26__2020-09-02__14-06-16(2).JPG	1	
I10-C-2023-07-26__2020-09-02__14-06-16(3).JPG	1	
I10-C-2023-07-26__2020-09-02__14-54-37(1).JPG	1	
I10-C-2023-07-26__2020-09-02__14-54-38(2).JPG	1	
I10-C-2023-07-26__2020-09-02__14-54-39(3).JPG	1	
I10-C-2023-07-26__2020-09-03__06-48-14(1).JPG	1: duiker	0	
I10-C-2023-07-26__2020-09-03__06-48-15(2).JPG	1: duiker	0	
I10-C-2023-07-26__2020-09-03__06-48-16(3).JPG	1: duiker	0	
I10-C-2023-07-26__2020-09-05__00-01-24(1).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-01-25(2).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-01-26(3).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-02-21(1).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-02-22(2).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-02-23(3).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-03-18(1).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-03-19(2).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__00-03-20(3).JPG	1: elephant	0	
I10-C-2023-07-26__2020-09-05__13-23-21(1).JPG	1	
I10-C-2023-07-26__2020-09-05__13-23-22(2).JPG	1	
I10-C-2023-07-26__2020-09-05__13-23-23(3).JPG	0	
I10-C-2023-07-26__2020-09-05__13-29-28(1).JPG	1	
I10-C-2023-07-26__2020-09-05__13-29-29(2).JPG	1	
I10-C-2023-07-26__2020-09-05__13-29-30(3).JPG	0	
I10-C-2023-07-26__2020-09-07__11-52-43(1).JPG	1	
I10-C-2023-07-26__2020-09-07__11-52-44(2).JPG	1	
I10-C-2023-07-26__2020-09-07__11-52-45(3).JPG	0	
I10-C-2023-07-26__2020-09-07__13-11-16(1).JPG	0	
I10-C-2023-07-26__2020-09-07__13-11-17(2).JPG	0	
I10-C-2023-07-26__2020-09-07__13-11-18(3).JPG	1	
I10-C-2023-07-26__2020-09-07__13-24-24(1).JPG	0	
I10-C-2023-07-26__2020-09-07__13-24-25(2).JPG	0	
I10-C-2023-07-26__2020-09-07__13-24-26(3).JPG	0	
I10-C-2023-07-26__2020-09-08__09-18-59(1).JPG	1	
I10-C-2023-07-26__2020-09-08__09-19-00(1).JPG	1	
I10-C-2023-07-26__2020-09-08__09-19-01(2).JPG	1	
I10-C-2023-07-26__2020-09-08__09-22-31(1).JPG	1	
I10-C-2023-07-26__2020-09-08__09-22-32(2).JPG	1	
I10-C-2023-07-26__2020-09-08__09-22-33(3).JPG	1	
I10-C-2023-07-26__2020-09-08__11-12-43(1).JPG	1	
I10-C-2023-07-26__2020-09-08__11-12-44(2).JPG	1	
I10-C-2023-07-26__2020-09-08__11-12-45(3).JPG	1	
I10-C-2023-07-26__2020-09-08__11-19-12(1).JPG	1	
I10-C-2023-07-26__2020-09-08__11-19-13(2).JPG	1	
I10-C-2023-07-26__2020-09-08__11-19-14(3).JPG	1	
I10-C-2023-07-26__2020-09-08__14-38-29(1).JPG	0	
I10-C-2023-07-26__2020-09-08__14-38-30(2).JPG	1	
I10-C-2023-07-26__2020-09-08__14-38-31(3).JPG	1	
I10-C-2023-07-26__2020-09-09__09-37-48(1).JPG	1	
I10-C-2023-07-26__2020-09-09__09-37-49(2).JPG	1	
I10-C-2023-07-26__2020-09-09__09-37-50(3).JPG	0	
I10-C-2023-07-26__2020-09-09__10-45-45(1).JPG	1	
I10-C-2023-07-26__2020-09-09__10-45-46(2).JPG	1	
I10-C-2023-07-26__2020-09-09__10-45-47(3).JPG	0	
I10-C-2023-07-26__2020-09-09__12-34-46(1).JPG	1	
I10-C-2023-07-26__2020-09-09__12-34-47(2).JPG	1	
I10-C-2023-07-26__2020-09-09__12-34-48(3).JPG	1	
I10-C-2023-07-26__2020-09-09__12-52-20(1).JPG	1	
I10-C-2023-07-26__2020-09-09__12-52-21(2).JPG	1	
I10-C-2023-07-26__2020-09-09__12-52-22(3).JPG	1	
I10-C-2023-07-26__2020-09-10__13-24-41(1).JPG	1	
I10-C-2023-07-26__2020-09-10__13-24-42(2).JPG	1	
I10-C-2023-07-26__2020-09-10__13-24-43(3).JPG	1	
I10-C-2023-07-26__2020-09-10__13-49-08(1).JPG	1	
I10-C-2023-07-26__2020-09-10__13-49-09(2).JPG	0	
I10-C-2023-07-26__2020-09-10__13-49-10(3).JPG	1	
I10-C-2023-07-26__2020-09-11__13-40-03(1).JPG	0	
I10-C-2023-07-26__2020-09-11__13-40-04(2).JPG	0	
I10-C-2023-07-26__2020-09-11__13-40-05(3).JPG	1	
I10-C-2023-07-26__2020-09-12__05-16-26(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-09-12__05-16-27(2).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-09-12__05-16-28(3).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-09-12__12-11-59(1).JPG	1	
I10-C-2023-07-26__2020-09-12__12-12-00(1).JPG	1	
I10-C-2023-07-26__2020-09-12__12-12-01(2).JPG	1	
I10-C-2023-07-26__2020-09-12__12-17-42(1).JPG	1	
I10-C-2023-07-26__2020-09-12__12-17-43(2).JPG	1	
I10-C-2023-07-26__2020-09-12__12-17-44(3).JPG	0	
I10-C-2023-07-26__2020-09-12__14-40-48(1).JPG	1	
I10-C-2023-07-26__2020-09-12__14-40-49(2).JPG	1	
I10-C-2023-07-26__2020-09-12__14-40-50(3).JPG	1	
I10-C-2023-07-26__2020-09-13__10-49-15(1).JPG	1	
I10-C-2023-07-26__2020-09-13__10-49-16(2).JPG	1	
I10-C-2023-07-26__2020-09-13__10-49-17(3).JPG	1	
I10-C-2023-07-26__2020-09-13__10-57-22(1).JPG	1	
I10-C-2023-07-26__2020-09-13__10-57-23(2).JPG	1	
I10-C-2023-07-26__2020-09-13__10-57-24(3).JPG	1	
I10-C-2023-07-26__2020-09-13__11-05-36(1).JPG	1	
I10-C-2023-07-26__2020-09-13__11-05-37(2).JPG	1	
I10-C-2023-07-26__2020-09-13__11-05-38(3).JPG	1	
I10-C-2023-07-26__2020-09-13__11-17-12(1).JPG	1	
I10-C-2023-07-26__2020-09-13__11-17-13(2).JPG	1	
I10-C-2023-07-26__2020-09-13__11-17-14(3).JPG	1	
I10-C-2023-07-26__2020-09-13__11-26-24(1).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-13__11-26-25(2).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-13__11-26-25(3).JPG	1: bushbuck	0	
I10-C-2023-07-26__2020-09-13__11-29-28(1).JPG	1	
I10-C-2023-07-26__2020-09-13__11-29-29(2).JPG	1	
I10-C-2023-07-26__2020-09-13__11-29-30(3).JPG	1	
I10-C-2023-07-26__2020-09-13__11-32-26(1).JPG	1	
I10-C-2023-07-26__2020-09-13__11-32-27(2).JPG	1	
I10-C-2023-07-26__2020-09-13__11-32-28(3).JPG	1	
I10-C-2023-07-26__2020-09-13__11-40-30(1).JPG	1	
I10-C-2023-07-26__2020-09-13__11-40-31(2).JPG	1	
I10-C-2023-07-26__2020-09-13__11-40-32(3).JPG	1	
I10-C-2023-07-26__2020-09-13__12-10-21(1).JPG	1	
I10-C-2023-07-26__2020-09-13__12-10-22(2).JPG	0	
I10-C-2023-07-26__2020-09-13__12-10-23(3).JPG	1	
I10-C-2023-07-26__2020-09-13__12-16-42(1).JPG	1	
I10-C-2023-07-26__2020-09-13__12-16-43(2).JPG	1	
I10-C-2023-07-26__2020-09-13__12-16-44(3).JPG	1	
I10-C-2023-07-26__2020-09-13__12-27-17(1).JPG	1	
I10-C-2023-07-26__2020-09-13__12-27-18(2).JPG	1	
I10-C-2023-07-26__2020-09-13__12-27-19(3).JPG	1	
I10-C-2023-07-26__2020-09-13__13-01-59(1).JPG	1	
I10-C-2023-07-26__2020-09-13__13-02-00(1).JPG	1	
I10-C-2023-07-26__2020-09-13__13-02-01(2).JPG	1	
I10-C-2023-07-26__2020-09-13__13-41-28(1).JPG	1	
I10-C-2023-07-26__2020-09-13__13-41-29(2).JPG	0	
I10-C-2023-07-26__2020-09-13__13-41-30(3).JPG	1	
I10-C-2023-07-26__2020-09-13__13-43-10(1).JPG	1	
I10-C-2023-07-26__2020-09-13__13-43-11(2).JPG	1	
I10-C-2023-07-26__2020-09-13__13-43-12(3).JPG	1	
I10-C-2023-07-26__2020-09-13__23-43-07(1).JPG	1: porcupine	0	
I10-C-2023-07-26__2020-09-13__23-43-08(2).JPG	1: porcupine	0	
